SMILES,PID,Polymer Class
*CC(*)OC(=O)CC(C)(C)c1ccccc1,P030140,Polyvinyls
*CC(*)OC(=O)c1cccc([Si](C)(C)C)c1,P030141,Polyvinyls
*CC(*)OC(=O)c1ccc([Si](C)(C)C)cc1,P030142,Polyvinyls
*CC(*)OC(=O)C(C)(C)CCC,P030143,Polyvinyls
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,P030144,Polyvinyls
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,P030145,Polyvinyls
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,P030146,Polyvinyls
*CC(*)OC(=O)c1cccnc1,P030147,Polyvinyls
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,P030148,Polyvinyls
*CC(*)OC(=O)CCCCCCC,P030162,Polyvinyls
*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,P030163,Polyvinyls
*CC(*)OC(=O)CCl,P030166,Polyvinyls
*CC(*)c1cccs1,P030168,"Polystyrenes, Polyvinyls"
*CC(*)[SiH2]CC,P030169,Polyvinyls
*CC(*)OCCCl,P030174,Polyvinyls
*CC(*)OCCOC,P030175,Polyvinyls
*CC(*)OCC(F)(F)F,P030176,Polyvinyls
*CC(*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,P030177,"Polyacrylics, Polyvinyls"
*CC(*)OC(=O)C1CCCC1,P030178,Polyvinyls
*CC(*)OC(=O)C1(C)CCCCC1,P030179,Polyvinyls
*CC(*)P(=O)(c1ccccc1)c1ccccc1,P030180,Polyvinyls
*CC(*)P(=O)(OCC)N(C)C,P030181,Polyvinyls
*CC(*)P(=O)(Oc1ccccc1)N(C)C,P030182,Polyvinyls
*CC(*)c1nc(C)nc(C)n1,P030183,"Polystyrenes, Polyvinyls"
*CC(*)OC(=O)CCCCCCCCC,P030184,Polyvinyls
*CC(*)OC(=O)CCCCC,P030185,Polyvinyls
*C1Cc2ccccc2C1*,P030187,Polydienes
*CC(OC)C1C(=O)OC(=O)C1*,P030191,Polyanhydrides/thioanhydrides
*CC(OC)C(C(=O)O)C(*)C(=O)O,P030192,Polyvinyls
*C#C/C(OS(=O)(=O)c1ccc(C)cc1)=C(/*)OS(=O)(=O)c1ccc(C)cc1,P030193,Polyvinyls
*CCC/C=C(/*)c1ccc(OC)cc1,P030195,Polyvinyls
*CCC/C=C(/*)c1ccccc1,P030196,Polyvinyls
*CCC/C=C(/*)c1ccc(Cl)cc1,P030197,Polyvinyls
*/C(C)=C(/*)[Si](C)(C)C,P030198,Polyvinyls
*/C(C)=C(/*)[Si](C)(C)CC,P030199,Polyvinyls
*/C(C)=C(/*)[Si](C)(C)CCC,P030200,Polyvinyls
*/C(C)=C(/*)[Si](C)(C)CCCC,P030201,Polyvinyls
*/C(C)=C(/*)[Si](C)(C)CCCCCCCC,P030202,Polyvinyls
*/C(C)=C(/*)[Si](C)(C)C(C)C,P030203,Polyvinyls
*/C(C)=C(/*)[Si](C)(C)c1ccccc1,P030204,Polyvinyls
*/C(C)=C(/*)c1ccc([Si](C)(C)C)cc1,P030205,Polyvinyls
*CC(*)CNc1ccc([N+](=O)[O-])cc1,P034237,Polyvinyls
*CC(*)CNc1ccc([N+](=O)[O-])cn1,P034238,Polyvinyls
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,P034239,Polyvinyls
*CC(*)CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,P034240,Polyvinyls
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],P034241,Polyvinyls
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P034359,Polyvinyls
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,P034360,Polyvinyls
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,P034361,Polyvinyls
*CC(*)n1ccnc1,P034424,Polyvinyls
*CC(*)OC(=O)CCCCCCCCCCCCCCCCCCCCC,P034501,Polyvinyls
*CC(*)OCCCCCCCCCCCCCCCCCC,P034502,Polyvinyls
*CC(*)OC(=O)c1ccc(C#N)cc1,P034519,Polyvinyls
*CC/C=C(/*)[Sn](CCCC)(CCCC)CCCC,P034524,Polyvinyls
*CC(*)OCC(C)(C)CC(C)C,P034595,Polyvinyls
*C(F)(F)C(*)(F)OC(F)C(F)F,P034596,Other polymers
*CC(*)C(=O)c1ccc(Br)cc1,P034597,Polyvinyls
*CC(*)OC(=O)CC1CCCC1,P034603,Polyvinyls
*CC(*)N1CCCC1=O,P039005,Polyvinyls
*CCC1CC2C(CC(*)C2OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P039028,Polyvinyls
*CC(*)C(=O)O,P040001,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC,P040002,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC,P040003,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCC,P040004,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(C)C,P040005,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCC,P040006,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(C)C,P040007,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(C)CC,P040008,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(C)(C)C,P040010,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCC,P040011,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCC,P040012,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCC,P040013,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCC,P040014,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCCCC,P040015,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,P040016,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCC,P040017,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,P040018,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC=C,P040019,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,P040020,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)F,P040021,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,P040022,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,P040023,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,P040024,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,P040025,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,P040026,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,P040027,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,P040028,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040030,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040031,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040032,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOC,P040034,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOCC,P040035,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCOC,P040036,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCOCC,P040037,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOCC(F)(F)F,P040038,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOC(F)(F)C(F)F,P040039,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOCC(F)(F)C(F)(F)C(F)(F)F,P040040,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,P040041,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,P040042,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,P040043,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCOC(F)(C(F)(F)F)C(F)(F)F,P040044,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCOC(F)(C(F)(F)F)C(F)(F)F,P040045,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040046,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)O,P040047,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC,P040048,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC,P040049,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC,P040050,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(C)C,P040051,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCC,P040052,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(C)CC,P040053,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(C)C,P040054,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(C)(C)C,P040055,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCC,P040056,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCC,P040059,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCCC,P040060,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCCCCC,P040061,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCC,P040062,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCCCC,P040063,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CCCCC1,P040064,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CCCCC1C,P040066,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CCC(C)CC1,P040067,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CCCC(C)C1,P040068,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CC(C)CC(C)(C)C1,P040069,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccccc1,P040071,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccccc1C,P040072,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccccc1,P040073,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCc1ccccc1,P040074,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc2ccccc2c1,P040080,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCF,P040081,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCl,P040082,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCBr,P040083,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(F)(F)F,P040084,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(F)(F)C(F)F,P040085,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(C)C(F)(F)F,P040087,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,P040088,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,P040091,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,P040092,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,P040093,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040094,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,P040097,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccccc1Cl,P040099,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCO,P040102,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOCC,P040103,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC1CCCO1,P040106,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccco1,P040107,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(C)C,P040112,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(CC)CC,P040114,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1cccc([N+](=O)[O-])c1,P040115,"Polyacrylics, Polyvinyls"
*CC(*)(Cl)C(=O)OC,P040116,"Polyacrylics, Polyvinyls"
*CC(*)(Cl)C(=O)OCC,P040117,"Polyacrylics, Polyvinyls"
*CC(*)(Cl)C(=O)OC(C)CC,P040118,"Polyacrylics, Polyvinyls"
*CC(*)(Cl)C(=O)OC1CCCCC1,P040123,"Polyacrylics, Polyvinyls"
*CC(*)C(N)=O,P040127,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NC(C)C,P040128,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N(CCCC)CCCC,P040130,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NCCCCCCCCCCCC,P040131,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NCCCCCCCCCCCCCC,P040132,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NCCCCCCCCCCCCCCCC,P040133,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NCCCCCCCCCCCCCCCCCC,P040134,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NCCCCCCCCCCCCCCCCCCCCCC,P040135,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(CC)CC,P040141,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1cccc(C)c1,P040143,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,P040145,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOC(F)(C(F)(F)F)C(F)(F)F,P040146,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(CC)CCCC,P040147,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCC,P040148,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC1CCCCC1,P040149,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC1CC(C)CC(C)(C)C1,P040150,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCC,P040152,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CC2CCC1(C)C2(C)C,P040155,"Polyacrylics, Polyvinyls"
*CC(*)(Cl)C(=O)OCCC,P040156,"Polyacrylics, Polyvinyls"
*CC(*)(Cl)C(=O)OCCCC,P040157,"Polyacrylics, Polyvinyls"
*CC(*)(C#N)C(=O)OC,P040159,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(C)CC,P040160,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(C)CCCCC,P040161,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(C)CCCCCC,P040162,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(CC)CC,P040163,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(C)(C)C,P040164,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(C)CC(C)C,P040165,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC(CCC(CC)CCCC)CC(C)C,P040166,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCC#N,P040168,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCF,P040172,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOCCOC(F)(F)C(F)F,P040175,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCSC,P040177,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCSC,P040178,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCSCC,P040179,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCSC,P040180,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCSCC,P040181,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCSCC#N,P040182,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCSCCC#N,P040183,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCSCCCC#N,P040184,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCSCCC#N,P040185,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCSCC#N,P040186,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,P040187,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N1CCCCC1,P040188,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N1CCOCC1,P040189,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccccc1,P040191,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccccc1C,P040192,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1cccc(C)c1,P040193,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C)cc1,P040194,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccccc1C(C)(C)C,P040195,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C(C)(C)C)cc1,P040196,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(OC)cc1,P040197,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccccc1C(=O)OC,P040198,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,P040199,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,P040200,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,P040201,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,P040202,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,P040203,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,P040204,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,P040205,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCc1ccccc1,P040206,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCc1ccccc1,P040207,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1cccc(N(C)C)c1,P040208,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N(C)c1ccccc1,P040209,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C#N)cc1,P040210,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCc1ccc(C#N)cc1,P040211,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccccc1Cl,P040212,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,P040213,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,P040214,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1cccc2ccccc12,P040215,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N(C)C,P040217,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NCCCC,P040218,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NC(C)CC,P040219,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NC(C)(C)C,P040220,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N(C(C)C)C(C)C,P040223,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCC,P040228,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(CC)CCCC,P040229,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC(C)(C)C,P040230,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(C)C(C)(C)C,P040231,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC(C)CC(C)(C)C,P040232,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOC,P040233,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOCCO,P040234,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(C)O,P040235,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(O)CO,P040236,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCNC(C)(C)C,P040237,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC#N,P040239,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC[N+](=O)[O-],P040240,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],P040241,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,P040243,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,P040244,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040245,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,P040246,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCS(=O)CC,P040247,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)O[Si](C)(C)C,P040248,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC1(C)COCOC1,P040250,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC1(C)COC(C)(C)OC1,P040251,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(C)(C)C1OCC(C)(C)CO1,P040252,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC12CC3CC(CC(C3)C1)C2,P040253,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,P040254,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,P040255,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,P040256,"Polyacrylics, Polyvinyls"
*CC(*)(CC)C(=O)OCC,P040261,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCC)C(=O)OCC,P040262,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,P040263,"Polyacrylics, Polyvinyls"
*CC(*)(C#N)C(=O)OCCCC,P040264,"Polyacrylics, Polyvinyls"
*CC(*)(F)C(=O)OC,P040265,"Polyacrylics, Polyvinyls"
*CC(*)(CF)C(=O)OC,P040266,"Polyacrylics, Polyvinyls"
*CC(*)(CF)C(=O)OCC,P040267,"Polyacrylics, Polyvinyls"
*CC(*)(Cl)C(=O)OC(C)C,P040268,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,P040269,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,P040270,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,P040271,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,P040272,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,P040273,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,P040274,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,P040275,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,P040276,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(Cl)cc1,P040278,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,P040279,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCC(C)C,P040280,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(C)CCC,P040281,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040283,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCC(C)OC,P040288,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CCC(C(C)(C)C)CC1,P040289,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,P040290,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(C)(C)C,P040291,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(C(C)(C)C)cc1,P040292,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OC)C(=O)OC,P040294,"Polyacrylics, Polyvinyls"
*C(*)C(=O)OCC,P040295,"Polyacrylics, Polyvinyls"
*C(*)C(=O)OC,P040296,"Polyacrylics, Polyvinyls"
*C(*)C(=O)OCCC,P040297,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C(=O)O)cc1,P040299,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(N)=O,P040300,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(C)cc1,P040305,"Polyacrylics, Polyvinyls"
*C1C(=O)N(C2CCCCC2)C(=O)C1*,P040307,Polyimides/thioimides
*CC(*)(CC(=O)OCCCCC)C(=O)OCCCCC,P040308,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCCCCC)C(=O)OCCCCCC,P040310,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCC)C(=O)OCCC,P040314,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)Oc1ccccc1C)C(=O)Oc1ccccc1C,P040315,"Polyacrylics, Polyvinyls"
